MAX_FREIGHT,MAX_PRICE,MAX_PAYMENT,MIN_FREIGHT,MIN_PRICE,MIN_PAYMENT,MEDIAN_PRICE,MEDIAN_FREIGHT,MEDIAN_PAYMENT,AVG_FREIGHT,AVG_PRICE,AVG_PAYMENT,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY,ORDER_PURCHASE_HOUR
2253,00,10990,00,40936,00,2253,00,10990,00,40936,00,10990,000000,2253,000000,40936,000000,2253,000000,10990,000000,40936,000000,2018,3,21,Wednseday,2
3415,00,16075,00,37194,00,778,00,1990,00,3272,00,9032,500000,2096,500000,20233,000000,1793,000000,7861,272727,15294,909090,2017,10,31,Tuesday,9
7620,00,29990,00,304236,00,1149,00,1299,00,612,00,15644,500000,4384,500000,152424,000000,2291,700000,9559,600000,27139,900000,2018,8,21,Tuesday,12
2548,00,11990,00,57185,00,965,00,2490,00,8189,00,7240,000000,1756,500000,32687,000000,1741,400000,7113,800000,21157,200000,2017,10,26,Thursday,8
6020,00,20500,00,46125,00,333,00,1299,00,1438,00,10899,500000,3176,500000,23781,500000,1865,000000,9101,111111,13670,944444,2018,1,29,Monday,16
1510,00,33000,00,9914,00,743,00,2390,00,1637,00,17695,000000,1126,500000,5775,500000,1207,400000,12187,400000,6599,400000,2017,7,3,Monday,17
1833,00,15490,00,24636,00,1833,00,15490,00,24636,00,15490,000000,1833,000000,24636,000000,1833,000000,15490,000000,24636,000000,2017,12,24,Sunday,3
8346,00,150150,00,72970,00,1308,00,2490,00,258,00,76320,000000,4827,000000,36614,000000,2908,900000,27322,100000,18512,900000,2017,5,16,Tuesday,14
2944,00,31490,00,44017,00,1464,00,3999,00,6316,00,17744,500000,2204,000000,25166,500000,1900,000000,14524,250000,16758,250000,2017,1,31,Tuesday,12
3947,00,6336,00,11407,00,751,00,3499,00,7239,00,4917,500000,2349,000000,9323,000000,2301,333333,4578,000000,8718,000000,2017,4,2,Sunday,0
1248,00,4790,00,15015,00,1248,00,4790,00,15015,00,4790,000000,1248,000000,15015,000000,1248,000000,4790,000000,15015,000000,2018,8,28,Tuesday,16
2339,00,23800,00,23061,00,934,00,2500,00,1402,00,13150,000000,1636,500000,12231,500000,1691,700000,11026,000000,9248,700000,2017,5,11,Thursday,17
1882,00,19890,00,41918,00,1411,00,5099,00,9861,00,12494,500000,1646,500000,25889,500000,1630,750000,13117,250000,23002,750000,2018,4,21,Saturday,0
3946,00,34900,00,143710,00,827,00,2100,00,6342,00,18500,000000,2386,500000,75026,000000,2387,142857,11728,428571,33195,857142,2017,7,9,Sunday,19
2321,00,5789,00,15874,00,1379,00,2949,00,3310,00,4369,000000,1850,000000,9592,000000,1687,750000,4159,250000,9749,250000,2017,12,30,Saturday,2
1645,00,9900,00,10462,00,1645,00,9900,00,10462,00,9900,000000,1645,000000,10462,000000,1645,000000,9900,000000,10462,000000,2017,5,26,Friday,22
4434,00,65000,00,38633,00,1181,00,3489,00,7499,00,34244,500000,2807,500000,23066,000000,2321,000000,25119,750000,20310,000000,2017,12,5,Tuesday,7
8361,00,24990,00,33547,00,1823,00,5000,00,2969,00,14995,000000,5092,000000,18258,000000,4672,000000,13660,000000,13935,666666,2017,2,25,Saturday,10
6760,00,156100,00,15310,00,872,00,2999,00,2068,00,79549,500000,3816,000000,8689,000000,2141,388888,17745,444444,7013,277777,2018,6,21,Thursday,17
1932,00,79498,00,6046,00,1932,00,79498,00,6046,00,79498,000000,1932,000000,6046,000000,1932,000000,79498,000000,6046,000000,2017,9,23,Saturday,6
4884,00,22999,00,35919,00,778,00,2799,00,371,00,12899,000000,2831,000000,18145,000000,2586,888888,10715,111111,12003,777777,2017,10,3,Tuesday,10
1557,00,19990,00,7676,00,1511,00,2690,00,2000,00,11340,000000,1534,000000,4838,000000,1534,000000,11340,000000,4838,000000,2017,3,8,Wednseday,1
6920,00,32000,00,21598,00,739,00,550,00,1,00,16275,000000,3829,500000,10799,500000,1850,190476,10493,666666,10030,333333,2018,7,18,Wednseday,21
8451,00,48900,00,80433,00,778,00,2990,00,1387,00,25945,000000,4614,500000,40910,000000,2216,666666,15465,583333,13683,833333,2017,7,20,Thursday,17
2697,00,19990,00,10112,00,1248,00,3990,00,4560,00,11990,000000,1972,500000,7336,000000,1736,500000,11871,250000,7168,000000,2017,4,17,Monday,19
2206,00,9999,00,20434,00,1646,00,4000,00,6802,00,6999,500000,1926,000000,13618,000000,1926,000000,7814,000000,13406,250000,2017,4,23,Sunday,22
